"","date","co2","ch4","co","h20","cav.p","T0","T1","T2","lon","lat","alt.uav","alt.p","amb.press","pump.press","uav.speed"
"165",2020-02-25 10:55:12,423.864961031276,2006.30384979251,142.643777474103,0.0121405271827886,80.010474706,12.907,13.505,13.507,8.60657276579547,47.3898178363148,7.6000002432,3.84317712674614,956.26,329.56,1.261252090648
"166",2020-02-25 10:55:14,423.88861393969,2006.20583237932,141.772186498967,0.011520794043,80.015686035,12.8885,13.495,13.4985,8.60654939053827,47.3897982402563,7.6000002432,5.94285978189896,956.34,334.515,1.36647285329694
"167",2020-02-25 10:55:16,423.849062273272,2005.97472179261,142.579327314202,0.011520794043,80.007430683,12.893,13.479,13.502,8.60651724786124,47.3897834174846,7.6000002432,0.283129048596864,956.38,330.51,1.130001873088
"168",2020-02-25 10:55:18,423.809510619234,2005.74361113355,143.386468120412,0.011520794043,80.008219444,12.864,13.482,13.492,8.60648809982132,47.3897766212876,7.6000002432,2.73476026708929,956.06,330.9,0.953573009211429
"169",2020-02-25 10:55:20,423.773145307045,2005.52489682522,144.195117559078,0.0123748762575051,80.008219444,12.868,13.479,13.482,8.60645951568163,47.3897689097982,7.6000002432,5.5397340918114,956.26,337.57,1.03461709959385
"170",2020-02-25 10:55:22,423.695732300885,2005.47620829717,146.885761529903,0.013182070721,79.9997752795,12.863,13.478,13.47,8.60643399240622,47.3897559624495,7.62000024384,3.75926489159374,956.26,332.21,1.08666846792533
"171",2020-02-25 10:55:24,423.606071413457,2005.57121397985,150.218886784318,0.013182070721,79.99553189,12.853,13.463,13.481,8.60641019814713,47.3897408903694,7.57894761094737,3.21343553038467,956.38,341,1.26737052184253
"172",2020-02-25 10:55:26,423.57534962702,2005.59963315237,151.329508727097,0.0129581857726212,79.99553189,12.832,13.468,13.464,8.60638586095597,47.3897213921759,7.5500002416,9.98812558999623,955.55,333.43,1.242502059568
"173",2020-02-25 10:55:28,423.544627840582,2005.62805232489,152.440130669876,0.0127343008242423,79.99553189,12.84,13.47,13.462,8.60636234691668,47.389702616943,7.55333357504,5.82537065537198,956.02,344.67,1.1920019758592
"174",2020-02-25 10:55:30,423.477067876414,2005.85150960023,153.314002898271,0.012160680191,80.006126404,12.832,13.465,13.456,8.60634356020347,47.3896822271506,7.54000024128,3.69213510579267,956.26,334.53,1.22333536113067
"175",2020-02-25 10:55:32,423.424821736525,2006.16496339612,152.819238521593,0.012160680191,80.015085188,12.823,13.455,13.4455,8.60632310086565,47.3896605795083,7.52222246293333,4.73352371683336,956.045,334.89,1.40333565949867
"176",2020-02-25 10:55:34,423.397214052168,2006.31431347266,152.467648966788,0.0118612457373225,80.01083323925,12.817,13.453,13.436,8.60629745009304,47.3896371362677,7.50000024,6.39239655004826,955.95,331.5,1.52187752266
"177",2020-02-25 10:55:36,423.369606367811,2006.46366354919,152.116059411983,0.011561811283645,80.0065812905,12.816,13.451,13.446,8.60626660381061,47.3896171213894,7.50000024,6.37561188993112,955.83,332.48,1.599377651124
"178",2020-02-25 10:55:38,423.293497707951,2006.82964287468,149.829066803842,0.011321253797,79.9967481645,12.817,13.425,13.445,8.60623533182908,47.3895964547151,7.50000024,7.4172736296918,955.95,329.76,1.275627114476
"179",2020-02-25 10:55:40,423.265876109993,2006.96870641598,148.872330729988,0.0115650028800563,79.99199038025,12.804,13.426,13.434,8.60621005493081,47.3895781489312,7.50000024,6.34204257009038,956.14,326.72,1.36285940192914
"180",2020-02-25 10:55:42,423.238254512035,2007.10776995728,147.915594656134,0.0118087519631126,79.987232596,12.807,13.417,13.42,8.60618319994295,47.3895574348112,7.50000024,6.89856875665768,955.63,328.38,1.36059049060518
"181",2020-02-25 10:55:44,423.246083013502,2007.12950554397,148.124190769625,0.012355051311,79.9853843775,12.787,13.434,13.41,8.60616552207595,47.3895475285761,7.52222246293333,5.69109737588158,956.02,334.42,0.537223112721778
"182",2020-02-25 10:55:46,423.283841886099,2006.91159200496,149.520483248631,0.012355051311,80.002041186,12.804,13.42,13.413,8.60618224823262,47.3895430221571,7.50000024,6.29168859133769,955.95,331.5,0.944376565396
"183",2020-02-25 10:55:48,423.296085439076,2006.83761853934,149.985742532767,0.0122630830516781,80.002041186,12.7975,13.4115,13.4155,8.60619521199295,47.3895238270988,7.50000024,7.33334604424303,955.89,334.12,1.3760022808576
"184",2020-02-25 10:55:50,423.308328992052,2006.76364507371,150.451001816903,0.0121711147923562,80.002041186,12.791,13.391,13.391,8.60618460662941,47.3894956348285,7.50000024,6.25811927283987,955.55,331.69,1.17333527825067
"185",2020-02-25 10:55:52,423.379309991004,2006.85460738786,151.758153779878,0.011732807269,80.0056315335,12.791,13.384,13.407,8.60617581107418,47.3894805514569,7.59411789007059,9.76988784229791,955.95,338.6,0.943530975759059
"186",2020-02-25 10:55:54,423.48141227125,2007.27648147994,152.974615027779,0.011732807269,79.977029768,12.779,13.397,13.395,8.6061582807678,47.3894579431476,7.6000002432,6.22454995487332,956.02,333.63,1.37866895194453
"187",2020-02-25 10:55:56,423.549322308375,2007.55711463267,153.785508934167,0.0116903972902593,79.977029768,12.788,13.384,13.381,8.60615531540695,47.3894443732646,7.55714309897143,5.59039242182734,955.95,329.68,0.619048645180952
"188",2020-02-25 10:55:58,423.613622443712,2007.79904944842,154.279182143339,0.011555848779,80.013282776,12.777,13.378,13.383,8.60616324663412,47.3894486777857,7.58666690944,6.19098063743803,955.75,331.5,0.6740011172224
